date,BCI海岬型貨運指數,BDI乾散貨指數
2019-12-17,2240.0000,1281.0000
2019-12-18,2103.0000,1221.0000
2019-12-19,1976.0000,1151.0000
2019-12-20,1958.0000,1123.0000
2019-12-23,1954.0000,1103.0000
2019-12-24,1950.0000,1090.0000
2020-01-02,1646.0000,976.0000
2020-01-03,1507.0000,907.0000
2020-01-06,1388.0000,844.0000
2020-01-07,1271.0000,791.0000
2020-01-08,1197.0000,773.0000
2020-01-09,1155.0000,772.0000
2020-01-10,1066.0000,774.0000
2020-01-13,1004.0000,765.0000
2020-01-14,970.0000,763.0000
2020-01-15,878.0000,768.0000
2020-01-16,784.0000,768.0000
2020-01-17,712.0000,754.0000
2020-01-20,593.0000,729.0000
2020-01-21,495.0000,689.0000
2020-01-22,325.0000,623.0000
2020-01-23,207.0000,576.0000
2020-01-24,165.0000,557.0000
2020-01-27,135.0000,546.0000
2020-01-28,129.0000,539.0000
2020-01-29,93.0000,525.0000
2020-01-30,1.0000,498.0000
2020-01-31,-20.0000,487.0000
2020-02-03,-102.0000,466.0000
2020-02-04,-133.0000,453.0000
2020-02-05,-183.0000,430.0000
2020-02-06,-187.0000,431.0000
2020-02-07,-234.0000,415.0000
2020-02-10,-254.0000,411.0000
2020-02-11,-253.0000,418.0000
2020-02-12,-259.0000,421.0000
2020-02-13,-284.0000,421.0000
2020-02-14,-294.0000,425.0000
2020-02-17,-287.0000,434.0000
2020-02-18,-257.0000,450.0000
2020-02-19,-241.0000,465.0000
2020-02-20,-232.0000,480.0000
2020-02-21,-226.0000,497.0000
2020-02-24,-239.0000,506.0000
2020-02-25,-278.0000,508.0000
2020-02-26,-290.0000,517.0000
2020-02-27,-300.0000,529.0000
2020-02-28,-328.0000,535.0000
2020-03-02,-348.0000,539.0000
2020-03-03,-346.0000,549.0000
2020-03-04,-353.0000,562.0000
2020-03-05,-307.0000,599.0000
2020-03-06,-312.0000,617.0000
2020-03-09,-372.0000,616.0000
2020-03-10,-347.0000,627.0000
2020-03-11,-350.0000,631.0000
2020-03-12,-355.0000,633.0000
2020-03-13,-311.0000,631.0000
2020-03-16,-293.0000,623.0000
2020-03-17,-289.0000,612.0000
2020-03-18,-204.0000,629.0000
2020-03-19,-166.0000,630.0000
2020-03-20,-121.0000,625.0000
2020-03-23,-109.0000,617.0000
2020-03-24,-110.0000,603.0000
2020-03-25,-113.0000,582.0000
2020-03-26,-106.0000,569.0000
2020-03-27,-97.0000,556.0000
2020-03-30,-69.0000,548.0000
2020-03-31,204.0000,626.0000
2020-04-01,219.0000,624.0000
2020-04-02,268.0000,624.0000
2020-04-03,319.0000,616.0000
2020-04-06,338.0000,604.0000
2020-04-07,356.0000,596.0000
2020-04-08,425.0000,607.0000
2020-04-09,541.0000,635.0000
2020-04-14,687.0000,679.0000
2020-04-15,794.0000,706.0000
2020-04-16,887.0000,726.0000
2020-04-17,993.0000,751.0000
2020-04-20,1057.0000,757.0000
2020-04-21,1004.0000,728.0000
2020-04-22,968.0000,694.0000
2020-04-23,970.0000,672.0000
2020-04-24,964.0000,665.0000
2020-04-27,962.0000,661.0000
2020-04-28,945.0000,655.0000
2020-04-29,926.0000,643.0000
2020-04-30,895.0000,635.0000
2020-05-01,820.0000,617.0000
2020-05-04,743.0000,598.0000
2020-05-05,669.0000,575.0000
2020-05-06,519.0000,534.0000
2020-05-07,461.0000,514.0000
2020-05-11,292.0000,474.0000
2020-05-12,123.0000,433.0000
2020-05-13,-17.0000,398.0000
2020-05-14,-48.0000,393.0000
2020-05-15,26.0000,407.0000
2020-05-18,94.0000,427.0000
2020-05-19,174.0000,453.0000
2020-05-20,174.0000,477.0000
2020-05-21,180.0000,494.0000
2020-05-22,162.0000,498.0000
2020-05-26,147.0000,506.0000
2020-05-27,108.0000,502.0000
2020-05-28,27.0000,489.0000
2020-05-29,46.0000,504.0000
2020-06-01,82.0000,520.0000
2020-06-02,167.0000,546.0000
2020-06-03,356.0000,592.0000
2020-06-04,518.0000,632.0000
2020-06-05,736.0000,679.0000
2020-06-08,810.0000,698.0000
2020-06-09,859.0000,714.0000
2020-06-10,1039.0000,764.0000
2020-06-11,1300.0000,839.0000
2020-06-12,1523.0000,923.0000
2020-06-15,1648.0000,973.0000
2020-06-16,1854.0000,1054.0000
2020-06-17,2455.0000,1246.0000
2020-06-18,3672.0000,1527.0000
2020-06-19,3819.0000,1555.0000
2020-06-22,3791.0000,1558.0000
2020-06-23,3976.0000,1617.0000
2020-06-24,4189.0000,1705.0000
2020-06-25,4213.0000,1738.0000
2020-06-26,4219.0000,1749.0000
2020-06-29,4325.0000,1794.0000
2020-06-30,4320.0000,1799.0000
2020-07-01,4233.0000,1803.0000
2020-07-02,4264.0000,1823.0000
2020-07-03,4440.0000,1894.0000
2020-07-06,4071.0000,1956.0000
2020-07-07,3968.0000,1949.0000
2020-07-08,3570.0000,1849.0000
2020-07-09,3386.0000,1810.0000
2020-07-10,3333.0000,1810.0000
2020-07-13,3251.0000,1792.0000
2020-07-14,3082.0000,1742.0000
2020-07-15,2941.0000,1696.0000
2020-07-16,2971.0000,1699.0000
2020-07-17,3025.0000,1710.0000
2020-07-20,2950.0000,1678.0000
2020-07-21,2729.0000,1594.0000
2020-07-22,2426.0000,1473.0000
2020-07-23,2236.0000,1388.0000
2020-07-24,2084.0000,1317.0000
2020-07-27,2052.0000,1293.0000
2020-07-28,1992.0000,1264.0000
2020-07-29,2137.0000,1317.0000
2020-07-30,2210.0000,1348.0000
2020-07-31,2206.0000,1350.0000
2020-08-03,2297.0000,1385.0000
2020-08-04,2494.0000,1463.0000
2020-08-05,2458.0000,1475.0000
2020-08-06,2464.0000,1500.0000
2020-08-07,2401.0000,1501.0000
2020-08-10,2375.0000,1506.0000
2020-08-11,2316.0000,1510.0000
2020-08-12,2332.0000,1540.0000
2020-08-13,2384.0000,1577.0000
2020-08-14,2402.0000,1595.0000
2020-08-17,2400.0000,1598.0000
2020-08-18,2375.0000,1586.0000
2020-08-19,2347.0000,1568.0000
2020-08-20,2239.0000,1518.0000
2020-08-21,2160.0000,1481.0000
2020-08-24,2207.0000,1491.0000
2020-08-25,2293.0000,1518.0000
2020-08-26,2278.0000,1509.0000
2020-08-27,2264.0000,1504.0000
2020-08-28,2218.0000,1488.0000
2020-09-01,2176.0000,1471.0000
2020-09-02,2127.0000,1445.0000
2020-09-03,2019.0000,1395.0000
2020-09-04,1960.0000,1362.0000
2020-09-07,1942.0000,1349.0000
2020-09-08,1916.0000,1328.0000
2020-09-09,1867.0000,1296.0000
2020-09-10,1818.0000,1269.0000
2020-09-11,1839.0000,1267.0000
2020-09-14,1898.0000,1282.0000
2020-09-15,1922.0000,1289.0000
2020-09-16,1889.0000,1281.0000
2020-09-17,1914.0000,1294.0000
2020-09-18,1900.0000,1296.0000
2020-09-21,1940.0000,1314.0000
2020-09-22,2078.0000,1364.0000
2020-09-23,2242.0000,1426.0000
2020-09-24,2754.0000,1605.0000
2020-09-25,2915.0000,1667.0000
2020-09-28,2862.0000,1654.0000
2020-09-29,2871.0000,1658.0000
2020-09-30,3091.0000,1725.0000
2020-10-01,3537.0000,1869.0000
2020-10-02,3987.0000,2020.0000
2020-10-05,4135.0000,2071.0000
2020-10-06,4208.0000,2097.0000
2020-10-07,4035.0000,2044.0000
2020-10-08,3799.0000,1970.0000
2020-10-09,3555.0000,1892.0000
2020-10-12,3296.0000,1807.0000
2020-10-13,3074.0000,1732.0000
2020-10-14,2810.0000,1637.0000
2020-10-15,2621.0000,1561.0000
2020-10-16,2406.0000,1477.0000
2020-10-19,2219.0000,1409.0000
2020-10-20,2064.0000,1350.0000
2020-10-21,2068.0000,1346.0000
2020-10-22,2235.0000,1401.0000
2020-10-23,2261.0000,1415.0000
2020-10-26,2207.0000,1402.0000
2020-10-27,2244.0000,1413.0000
2020-10-28,2156.0000,1384.0000
2020-10-29,1903.0000,1297.0000
2020-10-30,1875.0000,1283.0000
2020-11-02,1895.0000,1284.0000
2020-11-03,1862.0000,1263.0000
2020-11-04,1771.0000,1224.0000
2020-11-05,1709.0000,1194.0000
2020-11-06,1739.0000,1196.0000
2020-11-09,1790.0000,1207.0000
2020-11-10,1782.0000,1200.0000
2020-11-11,1613.0000,1141.0000
2020-11-12,1550.0000,1124.0000
2020-11-13,1507.0000,1115.0000
2020-11-16,1481.0000,1111.0000
2020-11-17,1450.0000,1112.0000
2020-11-18,1414.0000,1115.0000
2020-11-19,1430.0000,1134.0000
2020-11-20,1435.0000,1148.0000
2020-11-23,1450.0000,1169.0000
2020-11-24,1447.0000,1178.0000
2020-11-25,1469.0000,1197.0000
2020-11-26,1509.0000,1219.0000
2020-11-27,1533.0000,1230.0000
2020-11-30,1522.0000,1227.0000
2020-12-01,1487.0000,1211.0000
2020-12-02,1486.0000,1201.0000
2020-12-03,1480.0000,1189.0000
2020-12-04,1520.0000,1197.0000
2020-12-07,1419.0000,1162.0000
2020-12-08,1279.0000,1121.0000
2020-12-09,1241.0000,1122.0000
2020-12-10,1320.0000,1161.0000
2020-12-11,1434.0000,1211.0000
2020-12-14,1481.0000,1235.0000
2020-12-15,1583.0000,1273.0000
2020-12-16,1667.0000,1296.0000
2020-12-17,1705.0000,1301.0000
2020-12-18,1802.0000,1325.0000
2020-12-21,1819.0000,1323.0000
2020-12-22,1865.0000,1330.0000
2020-12-23,1979.0000,1362.0000
2020-12-24,2006.0000,1366.0000
2021-01-04,2008.0000,1374.0000
2021-01-05,2099.0000,1418.0000
2021-01-06,2087.0000,1425.0000
2021-01-07,2122.0000,1448.0000
2021-01-08,2548.0000,1606.0000
2021-01-11,2955.0000,1761.0000
2021-01-12,3186.0000,1849.0000
2021-01-13,3194.0000,1856.0000
2021-01-14,3012.0000,1792.0000
2021-01-15,2893.0000,1754.0000
2021-01-18,2839.0000,1740.0000
2021-01-19,2912.0000,1766.0000
2021-01-20,3082.0000,1828.0000
2021-01-21,3077.0000,1837.0000
2021-01-22,2970.0000,1810.0000
2021-01-25,2817.0000,1765.0000
2021-01-26,2497.0000,1659.0000
2021-01-27,2145.0000,1540.0000
2021-01-28,1945.0000,1470.0000
2021-01-29,1890.0000,1452.0000
2021-02-01,1871.0000,1444.0000
2021-02-02,1694.0000,1380.0000
2021-02-03,1544.0000,1327.0000
2021-02-04,1540.0000,1327.0000
2021-02-05,1527.0000,1333.0000
2021-02-08,1454.0000,1317.0000
2021-02-09,1370.0000,1306.0000
2021-02-10,1296.0000,1303.0000
2021-02-11,1243.0000,1313.0000
2021-02-12,1242.0000,1339.0000
2021-02-15,1261.0000,1364.0000
2021-02-16,1485.0000,1495.0000
2021-02-17,1912.0000,1756.0000
2021-02-18,1892.0000,1770.0000
2021-02-19,1715.0000,1698.0000
2021-02-22,1673.0000,1709.0000
2021-02-23,1594.0000,1727.0000
2021-02-24,1485.0000,1709.0000
2021-02-25,1471.0000,1700.0000
2021-02-26,1439.0000,1675.0000
2021-03-01,1408.0000,1651.0000
2021-03-02,1465.0000,1673.0000
2021-03-03,1677.0000,1763.0000
2021-03-04,1673.0000,1779.0000
2021-03-05,1784.0000,1829.0000
2021-03-08,1825.0000,1853.0000
2021-03-09,1950.0000,1901.0000
2021-03-10,2157.0000,1980.0000
2021-03-11,2092.0000,1970.0000
2021-03-12,2019.0000,1960.0000
2021-03-15,2056.0000,1983.0000
2021-03-16,2083.0000,2017.0000
2021-03-17,2162.0000,2105.0000
2021-03-18,2276.0000,2215.0000
2021-03-19,2344.0000,2281.0000
2021-03-22,2382.0000,2319.0000
2021-03-23,2305.0000,2271.0000
2021-03-24,2215.0000,2194.0000
2021-03-25,2230.0000,2172.0000
2021-03-26,2293.0000,2178.0000
2021-03-29,2289.0000,2162.0000
2021-03-30,2217.0000,2103.0000
2021-03-31,2210.0000,2046.0000
2021-04-01,2394.0000,2072.0000
2021-04-06,2528.0000,2092.0000
2021-04-07,2709.0000,2127.0000
2021-04-08,2758.0000,2088.0000
2021-04-09,2883.0000,2085.0000
2021-04-12,3132.0000,2145.0000
2021-04-13,3142.0000,2140.0000
2021-04-14,3151.0000,2178.0000
2021-04-15,3383.0000,2323.0000
2021-04-16,3439.0000,2385.0000
2021-04-19,3476.0000,2432.0000
2021-04-20,3455.0000,2472.0000
2021-04-21,4014.0000,2710.0000
2021-04-22,4077.0000,2750.0000
2021-04-23,4192.0000,2788.0000
2021-04-26,4262.0000,2808.0000
2021-04-27,4516.0000,2889.0000
2021-04-28,4680.0000,2957.0000
2021-04-29,4774.0000,3007.0000
2021-04-30,4896.0000,3053.0000
2021-05-04,5180.0000,3157.0000
2021-05-05,5404.0000,3266.0000
2021-05-06,5167.0000,3212.0000
2021-05-07,5006.0000,3183.0000
2021-05-10,5109.0000,3240.0000
2021-05-11,5068.0000,3254.0000
2021-05-12,4709.0000,3139.0000
2021-05-13,4549.0000,3077.0000
2021-05-14,4165.0000,2939.0000
2021-05-17,3943.0000,2856.0000
2021-05-18,3790.0000,2795.0000
2021-05-19,3785.0000,2801.0000
2021-05-20,3814.0000,2824.0000
2021-05-21,3930.0000,2869.0000
2021-05-24,3958.0000,2881.0000
2021-05-25,3745.0000,2809.0000
2021-05-26,3572.0000,2754.0000
2021-05-27,3368.0000,2688.0000
2021-05-28,3089.0000,2596.0000
2021-06-01,3018.0000,2568.0000
2021-06-02,2862.0000,2530.0000
2021-06-03,2665.0000,2472.0000
2021-06-04,2524.0000,2438.0000
2021-06-07,2467.0000,2428.0000
2021-06-08,2393.0000,2420.0000
2021-06-09,2488.0000,2481.0000
2021-06-10,2899.0000,2669.0000
2021-06-11,3346.0000,2857.0000
2021-06-14,3543.0000,2944.0000
2021-06-15,3695.0000,3025.0000
2021-06-16,4010.0000,3176.0000
2021-06-17,4212.0000,3267.0000
2021-06-18,4029.0000,3218.0000
2021-06-21,3953.0000,3190.0000
2021-06-22,3783.0000,3119.0000
2021-06-23,3868.0000,3147.0000
2021-06-24,3861.0000,3175.0000
2021-06-25,3987.0000,3255.0000
2021-06-28,4021.0000,3324.0000
2021-06-29,4136.0000,3418.0000
2021-06-30,3931.0000,3383.0000
2021-07-01,3690.0000,3338.0000
2021-07-02,3510.0000,3285.0000
2021-07-05,3349.0000,3224.0000
2021-07-06,3293.0000,3179.0000
2021-07-07,3499.0000,3241.0000
2021-07-08,3649.0000,3281.0000
2021-07-09,3735.0000,3300.0000
2021-07-12,3770.0000,3300.0000
2021-07-13,3650.0000,3228.0000
2021-07-14,3512.0000,3139.0000
2021-07-15,3460.0000,3073.0000
2021-07-16,3442.0000,3039.0000
2021-07-19,3514.0000,3059.0000
2021-07-20,3505.0000,3053.0000
2021-07-21,3513.0000,3058.0000
2021-07-22,3629.0000,3103.0000
2021-07-23,3915.0000,3199.0000
2021-07-26,3950.0000,3210.0000
2021-07-27,3844.0000,3166.0000
2021-07-28,3841.0000,3154.0000
2021-07-29,4056.0000,3214.0000
2021-07-30,4306.0000,3292.0000
2021-08-02,4272.0000,3282.0000
2021-08-03,4246.0000,3281.0000
2021-08-04,4302.0000,3318.0000
2021-08-05,4414.0000,3376.0000
2021-08-06,4359.0000,3371.0000
2021-08-09,4342.0000,3371.0000
2021-08-10,4328.0000,3375.0000
2021-08-11,4384.0000,3410.0000
2021-08-12,4608.0000,3503.0000
2021-08-13,4766.0000,3566.0000
2021-08-16,4852.0000,3606.0000
2021-08-17,4950.0000,3657.0000
2021-08-18,5365.0000,3833.0000
2021-08-19,5711.0000,3976.0000
2021-08-20,5997.0000,4092.0000
2021-08-23,6114.0000,4147.0000
2021-08-24,6206.0000,4201.0000
2021-08-25,6109.0000,4193.0000
2021-08-26,6043.0000,4195.0000
2021-08-27,6162.0000,4235.0000
2021-08-31,5919.0000,4132.0000
2021-09-01,5666.0000,4013.0000
2021-09-02,5716.0000,4001.0000
2021-09-03,5625.0000,3944.0000
2021-09-06,5362.0000,3822.0000
2021-09-07,5091.0000,3707.0000
2021-09-08,4886.0000,3618.0000
2021-09-09,4962.0000,3643.0000
2021-09-10,5567.0000,3864.0000
2021-09-13,6380.0000,4163.0000
2021-09-14,6474.0000,4221.0000
2021-09-15,6437.0000,4233.0000
2021-09-16,6304.0000,4215.0000
2021-09-17,6420.0000,4275.0000
2021-09-20,6487.0000,4304.0000
2021-09-21,6785.0000,4410.0000
2021-09-22,7200.0000,4560.0000
2021-09-23,7438.0000,4651.0000
2021-09-24,7393.0000,4644.0000
2021-09-27,7600.0000,4717.0000
2021-09-28,8322.0000,4962.0000
2021-09-29,9018.0000,5197.0000
2021-09-30,8944.0000,5167.0000
2021-10-01,9066.0000,5202.0000
2021-10-04,9289.0000,5267.0000
2021-10-05,9752.0000,5409.0000
2021-10-06,10475.0000,5647.0000
2021-10-07,10485.0000,5650.0000
2021-10-08,10112.0000,5526.0000
2021-10-11,9975.0000,5488.0000
2021-10-12,9590.0000,5378.0000
2021-10-13,8988.0000,5206.0000
2021-10-14,8462.0000,5062.0000
2021-10-15,7767.0000,4854.0000
2021-10-18,7358.0000,4732.0000
2021-10-19,7229.0000,4714.0000
2021-10-20,7275.0000,4751.0000
2021-10-21,6918.0000,4653.0000
2021-10-22,6205.0000,4410.0000
2021-10-25,5782.0000,4257.0000
2021-10-26,5304.0000,4056.0000
2021-10-27,4828.0000,3808.0000
2021-10-28,4542.0000,3630.0000
2021-10-29,4349.0000,3519.0000
2021-11-01,4202.0000,3428.0000
2021-11-02,3736.0000,3187.0000
2021-11-03,3275.0000,2892.0000
2021-11-04,3221.0000,2769.0000
2021-11-05,3280.0000,2715.0000
2021-11-08,3378.0000,2718.0000
2021-11-09,3675.0000,2805.0000
2021-11-10,3870.0000,2861.0000
2021-11-11,3872.0000,2844.0000
2021-11-12,3836.0000,2807.0000
2021-11-15,3752.0000,2759.0000
2021-11-16,3383.0000,2591.0000
2021-11-17,3064.0000,2430.0000
2021-11-18,3260.0000,2454.0000
2021-11-19,3610.0000,2552.0000
2021-11-22,3884.0000,2645.0000
2021-11-23,4055.0000,2715.0000
2021-11-24,3822.0000,2654.0000
2021-11-25,3776.0000,2678.0000
2021-11-26,3906.0000,2767.0000
2021-11-29,4143.0000,2881.0000
2021-11-30,4483.0000,3018.0000
2021-12-01,4464.0000,3047.0000
2021-12-02,4534.0000,3115.0000
2021-12-03,4594.0000,3171.0000
2021-12-06,4699.0000,3235.0000
2021-12-07,4983.0000,3352.0000
2021-12-08,5189.0000,3423.0000
2021-12-09,4989.0000,3343.0000
2021-12-10,4827.0000,3272.0000
2021-12-13,4718.0000,3216.0000
2021-12-14,3960.0000,2932.0000
2021-12-15,3272.0000,2665.0000
2021-12-16,2894.0000,2498.0000
2021-12-17,2727.0000,2379.0000
2021-12-20,2807.0000,2371.0000
2021-12-21,2663.0000,2294.0000
2021-12-22,2455.0000,2229.0000
2021-12-23,2351.0000,2219.0000
2021-12-24,2312.0000,2217.0000
2022-01-04,2350.0000,2285.0000
2022-01-05,2301.0000,2289.0000
2022-01-06,2356.0000,2296.0000
2022-01-07,2432.0000,2289.0000
2022-01-10,2554.0000,2277.0000
2022-01-11,2325.0000,2151.0000
2022-01-12,2097.0000,2027.0000
2022-01-13,1746.0000,1873.0000
2022-01-14,1496.0000,1764.0000
2022-01-17,1470.0000,1731.0000
2022-01-18,1316.0000,1644.0000
2022-01-19,1226.0000,1570.0000
2022-01-20,1031.0000,1474.0000
2022-01-21,891.0000,1415.0000
2022-01-24,836.0000,1391.0000
2022-01-25,745.0000,1343.0000
2022-01-26,702.0000,1296.0000
2022-01-27,818.0000,1302.0000
2022-01-28,1075.0000,1381.0000
2022-01-31,1208.0000,1418.0000
2022-02-01,1297.0000,1440.0000
2022-02-02,1280.0000,1419.0000
2022-02-03,1291.0000,1425.0000
2022-02-04,1242.0000,1423.0000
2022-02-07,1148.0000,1422.0000
2022-02-08,1202.0000,1503.0000
2022-02-09,1503.0000,1711.0000
2022-02-10,1904.0000,1940.0000
2022-02-11,1857.0000,1977.0000
2022-02-14,1795.0000,1984.0000
2022-02-15,1713.0000,1968.0000
2022-02-16,1476.0000,1896.0000
2022-02-17,1447.0000,1886.0000
2022-02-18,1675.0000,1964.0000
2022-02-21,1849.0000,2045.0000
2022-02-22,2015.0000,2148.0000
2022-02-23,2192.0000,2244.0000
2022-02-24,2000.0000,2187.0000
2022-02-25,1691.0000,2076.0000
2022-02-28,1617.0000,2040.0000
2022-03-01,1690.0000,2069.0000
2022-03-02,1840.0000,2137.0000
2022-03-03,1639.0000,2104.0000
2022-03-04,1635.0000,2148.0000
2022-03-07,1749.0000,2235.0000
2022-03-08,1896.0000,2352.0000
2022-03-09,2282.0000,2558.0000
2022-03-10,2613.0000,2704.0000
2022-03-11,2676.0000,2718.0000
2022-03-14,2786.0000,2727.0000
2022-03-15,2823.0000,2689.0000
2022-03-16,2632.0000,2591.0000
2022-03-17,2604.0000,2588.0000
2022-03-18,2605.0000,2605.0000
2022-03-21,2470.0000,2589.0000
2022-03-22,2175.0000,2546.0000
2022-03-23,2100.0000,2575.0000
2022-03-24,1969.0000,2567.0000
2022-03-25,1887.0000,2544.0000
2022-03-28,1734.0000,2484.0000
2022-03-29,1639.0000,2417.0000
2022-03-30,1646.0000,2369.0000
2022-03-31,1760.0000,2358.0000
2022-04-01,1864.0000,2357.0000
2022-04-04,1796.0000,2307.0000
2022-04-05,1624.0000,2213.0000
2022-04-06,1490.0000,2128.0000
2022-04-07,1417.0000,2061.0000
2022-04-08,1444.0000,2055.0000
2022-04-11,1395.0000,2031.0000
2022-04-12,1368.0000,2035.0000
2022-04-13,1371.0000,2068.0000
2022-04-14,1481.0000,2137.0000
2022-04-19,1342.0000,2115.0000
2022-04-20,1363.0000,2142.0000
2022-04-21,1636.0000,2239.0000
2022-04-22,1845.0000,2307.0000
2022-04-25,2003.0000,2356.0000
2022-04-26,2169.0000,2404.0000
2022-04-27,2226.0000,2425.0000
2022-04-28,2149.0000,2403.0000
2022-04-29,2136.0000,2404.0000
2022-05-03,2147.0000,2412.0000
2022-05-04,2319.0000,2485.0000
2022-05-05,2721.0000,2644.0000
2022-05-06,2894.0000,2718.0000
2022-05-09,3185.0000,2831.0000
2022-05-10,3461.0000,2939.0000
2022-05-11,3756.0000,3052.0000
2022-05-12,3965.0000,3117.0000
2022-05-13,3947.0000,3104.0000
2022-05-16,3929.0000,3085.0000
2022-05-17,3950.0000,3095.0000
2022-05-18,4164.0000,3189.0000
2022-05-19,4385.0000,3289.0000
2022-05-20,4526.0000,3344.0000
2022-05-23,4602.0000,3369.0000
2022-05-24,4288.0000,3253.0000
2022-05-25,3987.0000,3127.0000
2022-05-26,3478.0000,2933.0000
2022-05-27,2818.0000,2681.0000
2022-05-30,2594.0000,2571.0000
2022-05-31,2668.0000,2566.0000
2022-06-01,2927.0000,2633.0000
2022-06-06,2757.0000,2560.0000
2022-06-07,2668.0000,2514.0000
2022-06-08,2457.0000,2410.0000
2022-06-09,2369.0000,2342.0000
2022-06-10,2371.0000,2320.0000
2022-06-13,2246.0000,2260.0000
2022-06-14,2308.0000,2284.0000
2022-06-15,2551.0000,2387.0000
2022-06-16,2702.0000,2462.0000
2022-06-17,2987.0000,2578.0000
2022-06-20,3031.0000,2596.0000
2022-06-21,2710.0000,2484.0000
2022-06-22,2343.0000,2349.0000
2022-06-23,2419.0000,2354.0000
2022-06-24,2396.0000,2331.0000
2022-06-27,2332.0000,2295.0000
2022-06-28,2152.0000,2204.0000
2022-06-29,2200.0000,2186.0000
2022-06-30,2434.0000,2240.0000
2022-07-01,2381.0000,2214.0000
2022-07-04,2228.0000,2159.0000
2022-07-05,2084.0000,2098.0000
2022-07-06,2000.0000,2043.0000
2022-07-07,2205.0000,2073.0000
2022-07-08,2270.0000,2067.0000
2022-07-11,2365.0000,2081.0000
2022-07-12,2249.0000,2013.0000
2022-07-13,2334.0000,2002.0000
