date,Freightos-波羅的海貨櫃運價指數[FBX],Freightos-波羅的海貨櫃運價指數[FBX] (週平均)
2021-04-07,4477.8500,
2021-04-08,4520.7200,
2021-04-09,4559.3700,4495.4980
2021-04-12,4557.7700,
2021-04-13,4556.5000,
2021-04-14,4567.5000,
2021-04-15,4617.3900,
2021-04-16,4656.8300,4591.1980
2021-04-19,4722.8700,
2021-04-20,4732.3600,
2021-04-21,4685.5200,
2021-04-22,4679.8800,
2021-04-23,4686.9200,4701.5100
2021-04-26,4690.3700,
2021-04-27,4688.2900,
2021-04-28,4685.9200,
2021-04-29,4682.4000,
2021-04-30,4685.4200,4686.4800
2021-05-03,4892.8300,
2021-05-04,4897.9400,
2021-05-05,4988.9600,
2021-05-06,5000.8400,
2021-05-07,5005.9400,4957.3020
2021-05-10,5175.9800,
2021-05-11,5419.1000,
2021-05-12,5432.0100,
2021-05-13,5433.2500,
2021-05-14,5433.2500,5378.7180
2021-05-17,5557.3400,
2021-05-18,5613.1700,
2021-05-19,5487.4400,
2021-05-20,5528.0800,
2021-05-21,5537.2600,5544.6580
2021-05-24,5830.9200,
2021-05-25,5831.9500,
2021-05-26,5847.1000,
2021-05-27,5959.4300,
2021-05-28,6070.7000,5908.0200
2021-05-31,6071.1300,
2021-06-01,6242.4200,
2021-06-02,6273.7200,
2021-06-03,6323.4000,
2021-06-04,6345.5500,6251.2440
2021-06-07,6442.7400,
2021-06-08,6555.3500,
2021-06-09,6555.3500,
2021-06-10,6664.4700,
2021-06-11,6663.3200,6576.2460
2021-06-14,6687.0400,
2021-06-15,6957.5200,
2021-06-16,6904.3500,
2021-06-17,6752.5100,
2021-06-18,6753.9000,6811.0640
2021-06-21,6772.1400,
2021-06-22,6711.0900,
2021-06-23,6721.2800,
2021-06-24,6781.3500,
2021-06-25,6781.2200,6753.4160
2021-06-28,6790.0000,
2021-06-29,6796.0400,
2021-06-30,6851.3300,
2021-07-01,7207.0900,
2021-07-02,7207.2800,6970.3480
2021-07-05,7225.0000,
2021-07-06,7578.1300,
2021-07-07,7582.7100,
2021-07-08,7828.9000,
2021-07-09,7929.7300,7628.8940
2021-07-12,7987.2800,
2021-07-13,8003.3800,
2021-07-14,8011.8900,
2021-07-15,8007.7400,
2021-07-16,7980.9800,7998.2540
2021-07-19,8400.2800,
2021-07-20,8400.2800,
2021-07-21,8400.2800,
2021-07-22,9713.0000,
2021-07-23,10080.6600,8998.9000
2021-07-26,10176.3500,
2021-07-27,10177.8600,
2021-07-28,10174.4100,
2021-07-29,10174.5000,
2021-07-30,10174.5000,10175.5240
2021-08-02,10517.4400,
2021-08-03,10535.9200,
2021-08-04,10537.2200,
2021-08-05,10540.1900,
2021-08-06,9769.7300,10380.1000
2021-08-09,9568.4500,
2021-08-10,9588.1100,
2021-08-11,9580.2300,
2021-08-12,9574.2200,
2021-08-13,9531.1100,9568.4240
2021-08-16,9602.6700,
2021-08-17,9600.7000,
2021-08-18,10281.7100,
2021-08-19,10288.9500,
2021-08-20,10346.9300,10024.1920
2021-08-23,10343.3300,
2021-08-24,10316.1100,
2021-08-25,10316.1100,
2021-08-26,10321.2900,
2021-08-27,10320.5700,10323.4820
2021-08-30,10320.5700,
2021-08-31,10320.6600,
2021-09-01,10534.2000,
2021-09-02,10532.3100,
2021-09-03,10887.5100,10519.0500
2021-09-06,11048.8900,
2021-09-07,11095.8100,
2021-09-08,11133.5000,
2021-09-09,11137.1400,
2021-09-10,11127.4500,11108.5580
2021-09-13,11134.4400,
2021-09-14,11128.7400,
2021-09-15,11129.0800,
2021-09-16,10793.8000,
2021-09-17,10793.6300,10995.9380
2021-09-20,10795.9100,
2021-09-21,10662.5600,
2021-09-22,10902.9200,
2021-09-23,10919.5900,
2021-09-24,10916.4400,10839.4840
2021-09-27,10922.8900,
2021-09-28,10922.9900,
2021-09-29,10923.3600,
2021-09-30,9939.7300,
2021-10-01,9877.3300,10517.2600
2021-10-04,10072.5600,
2021-10-05,10097.2200,
2021-10-06,10096.8800,
2021-10-07,10097.0100,
2021-10-08,9381.7200,9949.0780
2021-10-11,10400.4000,
2021-10-12,10400.2600,
2021-10-13,10400.8000,
2021-10-14,10400.6200,
2021-10-15,10378.3200,10396.0800
2021-10-18,10357.2000,
2021-10-19,10358.8000,
2021-10-20,10407.0300,
2021-10-21,9977.0000,
2021-10-22,9974.0000,10214.7100
2021-10-25,9979.0000,
2021-10-26,9985.0000,
2021-10-27,9980.0000,
2021-10-28,10830.0000,
2021-10-29,10833.0000,10321.4680
2021-11-01,10521.0000,
2021-11-02,10519.0000,
2021-11-03,10519.0000,
2021-11-04,10530.0000,
2021-11-05,10538.0000,10525.3880
2021-11-08,10525.0000,
2021-11-09,9160.0000,
2021-11-10,9125.0000,
2021-11-11,9137.0000,
2021-11-12,9107.0000,9410.7500
2021-11-15,9115.0000,
2021-11-16,9115.0000,
2021-11-17,9134.0000,
2021-11-18,9290.0000,
2021-11-19,,9202.2280
